variant,signal,sharpe,sharpe_net_costs,ann_return,max_drawdown,mean_exposure,annual_turnover
base fund (no timing),-,0.8881388371221648,0.8881388371221648,0.13967271656876745,-0.19474639690661055,1.0,0.0
derisk,causal,1.1266954096533162,1.1130536718991406,0.16348802910736238,-0.1498006623984397,0.8806646395004102,1.9728289519138322
both,causal,1.1266954096533162,1.1130536718991406,0.16348802910736238,-0.1498006623984397,0.8806646395004102,1.9728289519138322
contrary,causal,0.8012755447093068,0.7956275031614558,0.1197483677682647,-0.1947695927141373,0.9513813015091224,0.8980230578506488
derisk,full-sample (look-ahead),1.1570137726753278,1.1419035241191495,0.16704003295582592,-0.1491897748619363,0.8698928655121578,2.164737809710469
both,full-sample (look-ahead),1.1570137726753278,1.1419035241191495,0.16704003295582592,-0.1491897748619363,0.8698928655121578,2.164737809710469
contrary,full-sample (look-ahead),0.7778291134489336,0.7713327109678831,0.11539564959750881,-0.1991743235270419,0.9460878975821649,1.0321831286623628
