date,Equity Equal-Weight,Equity Minimum-Variance,Equity Maximum-Sharpe,Equity Risk Parity,Crypto Equal-Weight,Crypto Minimum-Variance,Crypto Maximum-Sharpe,Crypto Risk Parity,Combined Equal-Weight,Combined Minimum-Variance,Combined Maximum-Sharpe,Combined Risk Parity
2021-01-14,0.0041868925035171145,0.004001580752575062,-0.014399705388330242,0.0026482228081992076,0.018401665009803336,0.04374499777074137,0.049672531381377505,0.020104277976963347,0.0062235899634059955,0.0040015629987291135,0.026995432677228814,0.004581068587433013
2021-01-15,-0.012468237405141802,-0.005385563853285813,-0.005736313569496443,-0.008569481789828526,-0.040966224768839044,-0.05754775664360845,-0.04656808592399175,-0.04134149962952638,-0.018017192270282867,-0.0053854586932692294,-0.04810969744085147,-0.013073493379769263
2021-01-16,,,,,0.03142831136056623,-0.015483101559391477,0.0384555783824847,0.02892228900839311,,,,
2021-01-17,,,,,0.008601021522056884,-0.01017310281507211,0.00860127694915458,0.007230996329746109,,,,
2021-01-18,,,,,0.020789190465857255,0.02480362600807262,0.013933739235213238,0.021317159741999214,,,,
2021-01-19,0.007686465686841393,0.01019201536311276,0.009578991198349929,0.007416071212455799,0.00973955591165665,-0.01372215928524767,0.027931001928426014,0.00921229674126045,0.007738513923559731,0.010192112540400755,-0.010424615715397989,0.007425145205277817
2021-01-20,0.0075308815780699145,0.015018462444898795,0.027504798841044176,0.009658651879180358,-0.005084207126728191,-0.01322641280114667,-0.0014824201615885046,-0.005447836473192469,0.005089689031193334,0.0150184671569773,-0.0015349409438587536,0.007457488453517236
2021-01-21,-0.008091989758853502,-0.009560420882142817,-0.0013340336826671573,-0.006819361289574055,-0.13632142136362058,-0.1289964370460115,-0.16284658504206317,-0.135865776430395,-0.031551623235149595,-0.009560423166549703,-0.09079043707358891,-0.023552800842700394
2021-01-22,-0.003257065088682065,-0.0005140859243540907,-0.005715045185585965,-0.002799116401632773,0.06542067991706757,0.06612600677943781,0.09344574350419732,0.06535900869730771,0.00792367622071466,-0.0005140904720668527,0.043424004672194094,0.0049187191118473805
2021-01-23,,,,,-0.003370614543124262,-0.02493678288269352,-0.015761681526865634,-0.003995455219097499,,,,
2021-01-24,,,,,0.030097130985486054,0.007997734769788822,0.05916148001418664,0.030059906433570927,,,,
2021-01-25,0.0017190661049000244,0.0034742624736574523,0.0014252611609115728,0.0030026615728060424,-0.02453635701903012,0.0005836719110376976,-0.024725289762896008,-0.023649246002927282,-0.002778121855874449,0.0034743181999481454,-0.001147022062847447,-0.0001332758765065778
2021-01-26,-0.0056332024769907285,-0.0023759490952491857,-0.008166780931245676,-0.004170137545069119,-0.0011297461414656595,0.005548323672371458,0.012901234795483552,-0.0007431394259139745,-0.004887780413148857,-0.0023759901477390377,0.00011561107141422333,-0.0038321539991357234
2021-01-27,-0.025689904680956333,-0.021807936369741654,-0.040460064044558486,-0.02528499272604212,-0.07662081540181942,-0.06418843383064188,-0.0747111750719257,-0.07572350136450179,-0.03425224570112084,-0.021807856473218257,-0.05619224269239953,-0.031149754135475716
2021-01-28,0.010414456904308533,0.0005503017635750673,0.020505292331647773,0.009126765781446222,0.10099905186354685,0.09454180902756781,0.0855501937033627,0.10001615847961531,0.02607104685736683,0.0005502708554507851,0.08151219833157786,0.02003834634781687
2021-01-29,-0.014843771101669456,-0.010214159649439947,-0.006398935040879961,-0.012463486788135913,0.02543936124087498,0.03221452127336599,0.026793860648163692,0.026154805160451655,-0.007470618717091204,-0.010214094366776783,0.013554047624559473,-0.007360218255742956
2021-01-30,,,,,0.07253570940506204,0.02203082590447658,0.004951103748649155,0.06675362682017294,,,,
2021-01-31,,,,,-0.01632934939510544,-0.022151713551779917,-0.040891679760082456,-0.017243536400510573,,,,
2021-02-01,0.008517686014717363,0.0007129251899207212,0.0033182656313472947,0.0077170248445286305,0.018638160220836753,0.007350812726303113,0.047634504316588666,0.017832112167873504,0.010204431715737261,0.0007129451842906587,0.019943858994889485,0.008653455604703542
2021-02-02,0.01746136858240077,0.006373624807043621,0.023309579183117712,0.015509987051899987,0.042433276503178075,0.04981164643378655,0.0937860818034284,0.04263356482276026,0.021658099716385548,0.006373653381950284,0.04165152199215516,0.018360454555216954
2021-02-03,0.0018690288929366083,-0.0023518922447346435,-0.01222092331172786,-0.0017575861156493566,0.046893803943912404,0.05307794711076852,0.08114955696217807,0.04765235497434883,0.009589675205373238,-0.0023519134446110534,0.025309140774728345,0.004071277460451217
2021-02-04,0.009279172224145427,0.0024574200767812915,-0.006468327060915935,0.007396530980816163,-0.02229560717877821,-0.013730864219391292,-0.0370954739373166,-0.022489098680351427,0.0036648134761751994,0.0024573674665735457,-0.011385774832336826,0.003810068452590798
2021-02-05,0.006292140440644189,0.014472927014534065,0.0031587309609186764,0.007785043392809721,0.08746080262147404,0.040364694644345445,0.0832573225231934,0.08445747100889611,0.020351550259225304,0.014472910084070145,0.028031074844575343,0.017046547599125494
2021-02-06,,,,,0.027571911050999542,0.01970651688977476,0.0025201850654206215,0.024649736712403003,,,,
2021-02-07,,,,,0.00019944480526956632,-0.00631713345470819,-0.022518642836636293,-0.0011040986143728837,,,,
2021-02-08,0.01347289403368701,0.0028984258106956595,0.025485580610363767,0.010253033785181831,0.07760565153646604,0.17561737060862215,0.07797518174348772,0.08389676595672468,0.025661294678188673,0.0028984338593955883,0.10336081995643709,0.019573868663551597
2021-02-09,-0.002856636384463318,-0.0011021496532718222,-0.01880781282647337,-0.002894165101001489,0.06258442625868965,0.024031290999674493,0.012333952192387532,0.06268875135041618,0.010060418581111286,-0.0011022239998061956,0.002717427089252711,0.006500823585791071
2021-02-10,0.0018380613809194646,-0.0071461715490667155,0.0028443508692452824,0.00028414064663717653,0.05518613757971069,-0.02526087116474096,0.018825487387096773,0.047761139024479426,0.01121330356879957,-0.007146166765810591,-0.003210612011041669,0.006271064822509498
2021-02-11,-0.0011448702812424383,-0.004873376063638357,0.002437895293323944,-0.001312540636277837,0.07265675787478876,0.09043807930174652,0.031053891331407124,0.07544472134093949,0.014923915982378633,-0.004873376102699889,0.05188311004220281,0.010622520466287533
2021-02-12,0.004569257067789323,0.0042176632894739274,0.0009987588279940507,0.003984085361093959,0.045057555379954595,-0.0073823349854009734,0.04272503296604668,0.040446141155267235,0.013922858758989909,0.004217682497156705,0.021091425079293957,0.010210673032164497
2021-02-13,,,,,0.09119036415089887,0.009347785498063033,-0.0058781592648089465,0.09182510105940311,,,,
2021-02-14,,,,,-0.03338887802924273,0.013523658799672322,-0.01828526360891114,-0.030975747199412873,,,,
2021-02-15,,,,,-0.04309076243020993,-0.029285770144277468,-0.0157091182610124,-0.04380739914978171,,,,
2021-02-16,0.0013897038414907303,-0.0089957311421337,-0.002688126884167863,-0.002271173203879373,-0.0008328998028953594,0.02391539193138903,0.0014232899706569935,0.0005603748366354022,0.000834277364416991,-0.008995746325464626,0.012919075100287891,-0.0019514652748281458
2021-02-17,0.0025314182146181086,0.0069284474395987505,-0.014014798944924856,0.0026115656383716157,0.041589772789004664,0.05157797692356936,0.03573933442288202,0.0431045521186153,0.011514209321954683,0.006928449586843577,0.025083747370246323,0.009171699035312564
2021-02-18,-0.006636366116092973,-0.011785634020143099,-0.0007645375764242512,-0.0049767765205644965,0.002780592962764006,-0.0013645293552424498,0.03629699992616886,0.00223891824574296,-0.004112435878182108,-0.011785541402561384,-0.004369185703808287,-0.0034065072727489376
2021-02-19,0.0017552142697425666,-0.0072908607090075295,-0.0011054248456691118,-0.0013754318742278393,0.046367194161633485,0.08473197225487472,0.018970870256950212,0.04901289158698807,0.012920433262515685,-0.007290885570908956,0.045874793369556244,0.007566437872176923
2021-02-20,,,,,-0.00374336589064872,-0.006550262150838759,-0.0007125939253544988,-0.006087938722130315,,,,
2021-02-21,,,,,0.019545595987077613,0.026377603121078508,0.007889598521964025,0.020402668606150032,,,,
2021-02-22,0.003151462198257571,0.0016439157289245276,-0.019062611798749463,0.0009555756635226675,-0.06251218887363896,-0.06001568163346571,-0.06731093404566635,-0.06408629327862092,-0.013189509394386456,0.001643910534741666,-0.04733147704044893,-0.01056436306507591
2021-02-23,0.0007040167077609905,-0.006951059101139467,-0.012117654545044876,-0.0003968130709962603,-0.15607592423886785,-0.11262000061103605,-0.12531062824351857,-0.15432224103449188,-0.03642049809562531,-0.006951070151365535,-0.08434480729890759,-0.026784991479134712
2021-02-24,0.016122034613694103,-0.0005937876140368337,0.015807476972871548,0.010862550281060424,0.046989115653102376,0.02479582971036831,0.04438757698203988,0.04512558667085331,0.021858913011400416,-0.0005937491908761805,0.02277505690146553,0.015511826088927316
2021-02-25,-0.019177178544150575,-0.008876431894723535,-0.0360708506109072,-0.016776263210746434,-0.043451980032714776,-0.054166174252853416,-0.07176214572432038,-0.04501008460319278,-0.025190186388087787,-0.008876432299488757,-0.05611575278456138,-0.02163453925427261
2021-02-26,-0.01351825711803234,-0.01737427050156437,0.005209606625338203,-0.013648643283997508,0.020954801133944878,-0.013986977988814653,0.01185371168884286,0.015923848320621437,-0.00792096238652551,-0.01737424319328229,0.006671652594435029,-0.01042208885243312
2021-02-27,,,,,0.03707054103927265,0.0024051763246653035,0.028762948234735353,0.0339266329776311,,,,
2021-02-28,,,,,-0.038784487417916735,-0.02347991953569395,-0.03294004813849116,-0.038179834479891483,,,,
2021-03-01,0.019963326496913902,0.008962556810131916,0.018061477573672047,0.018041188087107196,0.06607202453353711,0.09152225105020917,0.027663766509054222,0.06785448034424157,0.02764810950301766,0.008962553507224857,0.048142221604724256,0.02348829785630757
2021-03-02,-0.002806234801394858,0.004921847060616047,-0.007044263206505419,-0.0016241269979115902,-0.01579067596390138,-0.024043167425133682,-0.041628339460203945,-0.01602679756135983,-0.005051223358201629,0.004921816179660032,-0.017132393731551177,-0.003212118544019149
2021-03-03,-0.006865622462035148,-0.01323142426381163,-0.02090232222109789,-0.009589011046813978,0.0336094665357094,0.043821274022036505,0.012767594532005377,0.0350785236490998,5.691690167486385e-05,-0.013231407865612166,0.011821088983166472,-0.004293985278973844
2021-03-04,-0.0076782230115958194,-0.002739484854950791,-0.018642609311356195,-0.007990115920990526,-0.0148039663271472,-0.0227147249817794,-0.06586152531453249,-0.015150120865592975,-0.008937843035586535,-0.0027394746430988715,-0.02979145254495419,-0.008529676588194923
2021-03-05,0.017818035114266717,0.01545971818451708,0.014373773996654737,0.01727970932619005,-0.010203817225251988,-0.00040948454426048553,0.031468996857855425,-0.009546885176466402,0.012893922421377102,0.015459726514956973,0.01903853303666203,0.014029472795902498
2021-03-06,,,,,0.01059324426625241,0.0013201047882389627,-0.019354156277031964,0.010731804712834636,,,,
2021-03-07,,,,,0.029012435833162264,0.04182874318015961,0.020401239168159613,0.03012399187783532,,,,
2021-03-08,0.002415640111810502,-0.005028236590238544,-0.026693331438688905,0.0008874158546312572,0.01883478266628047,0.019837700627193033,0.0006682072362467206,0.019250564198671105,0.005139067160578659,-0.0050282144694735464,-0.003153395575275608,0.0031045882937756897
2021-03-09,0.005985780768517079,0.006917712499703521,0.01668408085843165,0.0073739671721635425,0.041923741965272265,0.04376866534740276,0.060573444903811335,0.041994614126876106,0.012274318469443157,0.006917691313586438,0.03493543154637013,0.01129932633726205
2021-03-10,0.010144884675629795,0.009540973077063253,0.0024613628669498677,0.008532334339645287,-0.02740327968515155,0.010321541835586645,-0.01990450055686721,-0.02498832529289774,0.003389433711714629,0.009540998993406768,0.00471253827833662,0.004316607491818614
2021-03-11,0.004733695242030711,-0.00044244154437345085,0.015843296004670826,0.004235184670195125,0.0033366522930262654,0.02553946138757457,0.0091123202829273,0.0049855541395606995,0.004440027839439864,-0.00044245899580952486,0.017400720879907627,0.0041099595283089485
2021-03-12,0.0073213229086619425,0.005215791912053458,0.012249296251556574,0.00641228735831989,-0.01753303957111807,-0.011598567709823926,-0.04549712461686528,-0.01623877292927134,0.0029298977965344086,0.005215799076266681,-0.01128010407487856,0.0036634614878863214
2021-03-13,,,,,0.07910832647892185,0.06851915018482457,0.0647815306080799,0.07883589474487929,,,,
2021-03-14,,,,,-0.04867514984860222,-0.0332491619328924,-0.03610655932697726,-0.04786085659987693,,,,
2021-03-15,0.005322672463124567,0.013897228338400014,-0.0063350966582770285,0.00749167346185442,-0.03807021569809854,-0.05003857216286445,-0.03979986448242989,-0.03913972304643876,-0.0020005157583136146,0.013897215708636335,-0.037307281250886115,0.0022848980610885583
2021-03-16,-0.0006629149901876685,0.005078648748058745,0.0018605240270217482,0.0020242027476182756,0.03719208645446814,0.019578040565153998,0.11611720175071105,0.035383276624865845,0.005728843658631133,0.0050786341672703905,0.027172479143913852,0.005843523231744863
2021-03-17,0.002452527477581512,-0.009781516006295066,-0.0008825736419890706,0.00026108475989339297,0.029040809625406006,0.036020146958434696,0.0784540841891137,0.02914891633926686,0.0070901522054123145,-0.009781561452066434,0.02232796888922417,0.0036085424677594347
2021-03-18,-0.013330223758688309,-0.007739775833625728,-0.0119018098282474,-0.011493887674430492,-0.0222162779612064,-0.01720098226208311,-0.06718618020291534,-0.021714348206194445,-0.014963008000333122,-0.007739776914977403,-0.02106198829523498,-0.012580735901108753
2021-03-19,-0.0049601967900090305,-0.0025867767457226076,-0.00389246941414767,-0.004204135427180344,0.018726672040966896,0.01666077086208606,0.0327953399538885,0.019046123964057138,-0.0008655486522004541,-0.0025867791838695142,0.007564937231909763,-0.0015096391160913658
2021-03-20,,,,,0.01862879998957956,0.010102586038193806,-0.043030007528105485,0.017690639006385345,,,,
2021-03-21,,,,,-0.01542928133018917,-0.00839051235783339,-0.014042644853496267,-0.014665766496273158,,,,
2021-03-22,0.005318652811677316,0.009171964904910679,0.010346842822444247,0.0066358342188213015,-0.029572436912092992,-0.04516856559007698,-0.06029022876958856,-0.03116497344235769,-0.0009142788616748332,0.009171984235739838,-0.02494460447544944,0.0022077250788457015
2021-03-23,-0.008369492885778818,2.2604362474920592e-05,-0.010252547499694287,-0.0059911652335215,0.006650384194363035,0.003541780152800156,0.00758626112146743,0.006284601596411088,-0.005798140521024009,2.260370794715527e-05,-0.00033917525464954856,-0.004532764554221913
2021-03-24,-0.0030626418984174286,-0.006202513284688682,-0.004991827623820222,-0.004314989293144111,-0.06784182680350037,-0.043937179493028555,-0.03904529104764198,-0.06597766817561734,-0.01409274882248035,-0.006202517042657951,-0.023265276995267592,-0.011446001394256444
2021-03-25,0.007372562002829319,0.0024382011415140514,0.008824268698987447,0.0060672444381182355,-0.0013490939737460517,-0.014317418260767933,0.004936375966040352,-0.0026011041216410513,0.0059478016892489105,0.002438219118588103,0.0026239957948537285,0.005194053276579957
2021-03-26,0.019572563755066552,0.017250573222359344,0.026070006291413872,0.019407766411133176,0.08868512965287745,0.07937546178721666,0.08675932047265289,0.08870456800727644,0.030651241674515495,0.017250561824700528,0.052262659046693916,0.02699349290883868
2021-03-27,,,,,-0.008770627114790819,0.007903058276127695,-0.011468512303322909,-0.007576972716474395,,,,
2021-03-28,,,,,0.0030230075943527,-0.00047373792973326445,0.0068480586867103455,0.002318225214318792,,,,
2021-03-29,0.001166862291467341,0.010907729371806507,0.005488593148888832,0.003474427182160733,0.03814283054090639,0.031367633897050995,0.019265823906948754,0.03823444879710203,0.007361535872945746,0.010907723804766789,0.015312373980449934,0.007397851970098124
2021-03-30,-0.003356737425909584,-0.009527605315024057,0.005711693554353747,-0.005221519014431353,0.013792468763032417,0.019279176736505255,0.013848354875979796,0.014488775516648733,-0.00037708683411152855,-0.009527587639812207,0.009599026977134884,-0.002968294247465697
2021-03-31,-0.0011654710318681483,0.0013742455175702606,0.003000195665449512,-0.0005381276777756128,0.07476771195515641,0.05031033155254061,-0.009297262258670003,0.07622060097283967,0.01182158627449148,0.0013742547553388107,0.001382286864701321,0.008774290127347983
2021-04-01,0.01191923542243778,0.007924904484063244,0.008386849558442488,0.01116235929196785,0.028439295434994127,-0.0038969289858998835,-0.004675493267059405,0.02554669850226121,0.014672578757863874,0.006896945732240534,0.0020045858634001323,0.01225417267431439
2021-04-02,,,,,0.054409334583472635,0.017870461473058485,0.012313344475734844,0.05248590410620135,,,,
2021-04-03,,,,,-0.05376361413633002,-0.019056142568300793,-0.015547280771350147,-0.051094214943304794,,,,
2021-04-04,,,,,0.08312106981173772,0.057474687825357584,0.04291271092971005,0.08184116444660372,,,,
2021-04-05,0.005152482779724021,0.011861033685166333,0.0027719345866932255,0.00811560073736084,0.11225292552187827,0.03846959303009245,0.015539715696797574,0.10132524381804542,0.02327935759713684,0.012228247585033492,0.004447031879607044,0.017085673229681353
2021-04-06,0.00029015905144835763,0.00047459138630889797,-0.0001918765404569367,0.0005111823764147871,0.03614269855844854,-0.006037814082399229,-0.008855023126497774,0.031634894363863575,0.007587666348007227,-0.000676551573445483,-0.005007625189501819,0.004119744454456731
2021-04-07,-0.0009851625251712237,-0.0007717829930992126,-0.0030876931925901685,-0.001231112977783222,-0.0831557867402728,-0.05240476411047712,-0.05465080856425031,-0.07902692783380716,-0.01604906034533593,-0.002010259628189237,-0.01919069273892393,-0.009137490137957394
2021-04-08,-0.0011896458588350756,-0.00031371328571039303,0.0024089900030241918,-0.0010204810176824841,0.07009089363991494,0.05686722743268868,0.047987439215497085,0.06812596578320629,0.010903703340729098,0.0009757228749183167,0.01943152430285866,0.005557240065768854
2021-04-09,0.002584947891170586,0.00355181523946535,0.005664196590242199,0.0026861019498696237,-0.028058323803886065,-0.013870020734020216,-0.011503909116527877,-0.026827467000204996,-0.002921046595518062,0.0029425936313332013,0.0013635270109479958,-0.0003508974915789054
2021-04-10,,,,,0.1162616717165692,0.06262475882740182,0.028777396663312915,0.10882254528038904,,,,
2021-04-11,,,,,0.009002524960666003,0.00034522163204031564,0.012846158994904489,0.007668929804686808,,,,
2021-04-12,-0.00037056396292800553,0.0014332262308844879,0.002917599082082223,4.9302786776506125e-05,0.00621107399593912,0.009157469537567575,0.015194322354972423,0.004937742404199197,3.663406188603169e-05,0.0020398562553023414,0.0064032697321698695,0.00034069917223633617
2021-04-13,0.0018030353949631817,0.0020683705840065514,-0.00325945559584917,0.0029351731372611045,0.12214741351676284,0.08888643164050225,0.0728218343528082,0.11824623295623349,0.022681264095906206,0.0036048750655677253,0.023062631801665567,0.014194111110362284
2021-04-14,0.0029439118121918906,-0.002713678447394563,0.00033805949576626304,8.86836957456616e-05,0.024907898584088484,-0.004526272710896895,0.0030070514727478237,0.02427955167563489,0.007794298856378168,-0.003195703393006011,-0.0022225343958525157,0.003020372188453635
2021-04-15,0.009653589624722958,0.007218505808290088,0.008471524115104545,0.011328675538901711,0.05373610996064104,0.03905794588401301,0.027831190585371868,0.055872458307820505,0.019041860880006034,0.009089606290107355,0.01587131873598513,0.01699543020739025
2021-04-16,0.0028845720106958073,0.0016884758624540197,-0.0014622572975809822,0.0032037173356616044,0.04859914615127714,-0.008902139003941545,-0.031354747068439215,0.049767200677405254,0.014763272899412927,0.0014330733398995044,-0.013161146242312016,0.01037627528543883
2021-04-17,,,,,-0.030702439709608287,-0.01432825833272744,-0.01936768961162305,-0.03028412373025835,,,,
2021-04-18,,,,,-0.07293856861006176,-0.0752224550461652,-0.07733970321464378,-0.0723668470667076,,,,
2021-04-19,-0.003685581075591915,-0.0009660889981478737,-0.0018146747233686034,-0.0038006445553735446,-0.06816358736362871,-0.035762616312594364,-0.03623308852579532,-0.06589201662258559,-0.017627390955763378,-0.002101658379114024,-0.009416521516669496,-0.011525604953296464
2021-04-20,-0.008392591578321507,0.005733363752689513,-0.010993081500160429,-0.003815596764439433,0.03208994817637345,0.0177566456138174,0.029142091995874475,0.03057024965114752,1.2220841234311663e-05,0.006042533722737664,0.0016546198435525294,0.00019884000699033066
2021-04-21,0.010332327422379883,0.004849912353070529,0.010209581886189811,0.008037491929641538,-0.04323321582231854,-0.05125506425653015,-0.04829561921078207,-0.04247903220879379,-0.0007908267866472141,0.0038738767944084262,-0.00847853361446882,0.0020154216571546257
2021-04-22,-0.009566738557241772,0.0007738921502133955,-0.011495426601452863,-0.007689555949780269,-0.04746876615364781,-0.04754267995397188,-0.04948984770295661,-0.04542207508937346,-0.016687288036353554,-0.0006174096402040696,-0.022602864597783046,-0.011744649919911088
2021-04-23,0.008828568661872538,0.0026681215130803793,0.01006783668383493,0.006832114567572267,-0.016845975433996796,-0.012009399336014637,-0.006064374409070261,-0.017420329034819715,0.0034733603502321575,0.002662113822673895,0.00770731470376762,0.004080163518075608
2021-04-24,,,,,-0.07411102525645752,-0.04074135745747598,-0.03421341208713169,-0.07203048298534587,,,,
2021-04-25,,,,,-0.009451553006648128,-0.01867592013945596,-0.015626396279610155,-0.009253989196302825,,,,
2021-04-26,0.0008393950486171864,-0.006831529444720763,0.005648802666567532,-0.001015668578229656,0.15856508535725067,0.13153246089230097,0.11823845364385788,0.1538256872115955,0.030800515598113032,-0.0049803600825185645,0.036351311775035366,0.015639817631504238
2021-04-27,0.0009805905140327642,-0.004747907436471355,0.007862524772135115,-0.0002921928614272318,0.0406311274058786,0.02771882978090301,0.03869213144755346,0.040122762124517264,0.009656461130173044,-0.0038667992850216493,0.02318731955271125,0.004744115705580976
2021-04-28,0.0003766613471842817,-0.00033884908755521526,0.004808505206140845,-0.0014657257000664226,0.0024278948745886098,-0.004943480689187374,0.0031987186850097604,0.0030252781315329713,0.0013114896637036466,-0.0005750841159466447,0.004522126724644915,-0.0007906318597242779
2021-04-29,0.009013733656547451,0.00871185298913546,0.00868829910848068,0.008159529773785312,-0.007972902053030029,-0.015561505271168286,-0.02040962339809549,-0.008795382737798008,0.004789403755794286,0.008475045747482701,-0.0004176700647506859,0.005839242240000431
2021-04-30,-0.006816810626382175,-0.001219085544573506,-0.00596259032315416,-0.00471538183537723,0.08013744959907099,0.08324369926993258,0.0628949044910394,0.07894677184178756,0.012333922440587397,-3.740191531997894e-05,0.018669725101181145,0.006016778822342195
2021-05-01,,,,,0.03980355255574386,0.02012676164102767,0.014235455461830249,0.038352762393088824,,,,
2021-05-02,,,,,-0.014113971477798137,-0.01820306064546673,-0.017281667584427618,-0.01464842988988202,,,,
2021-05-03,0.007437644948144584,0.007990734082909956,0.006015286933362063,0.006389161469911864,0.058453226025894534,0.027588318479433882,0.049143529059815005,0.06008926347569754,0.015444054543423125,0.00837229794386829,0.01239639124760461,0.010412172252209917
2021-05-04,-0.0022056292417207413,-0.00450262141933,0.0024228362437856976,-0.0035576957627698746,-0.008633521529168187,-0.020879455700533622,-0.06631554628825331,-0.008574618802044798,-0.004839310008475928,-0.005764680555398249,-0.011122883064964895,-0.004428040605095052
2021-05-05,0.006270642447277597,0.002216986669827392,0.005349175290684238,0.0034325970429387453,0.24100648268716562,0.13282090415782188,0.11548142935077021,0.22947900226484141,0.04589219677101042,0.004731902883806871,0.027075480174123756,0.021657361386663965
2021-05-06,0.008144083604476826,0.00702672771994628,0.005146806109191049,0.008083125847644812,0.13259436876285613,0.07508263267042481,0.029012340832600625,0.12553273011231125,0.031043948969688095,0.007232885384762522,0.009285716727573723,0.0186868851125217
2021-05-07,0.009758339599586607,0.0009462337887300443,0.00975570438516904,0.007649139926524162,-0.052621742280351325,-0.017315987496488994,0.0031746138710331273,-0.049434844313521964,-0.0034424290476484654,0.0005477794684680681,0.008219234943108056,0.0016545507754042177
2021-05-08,,,,,0.021109443986682574,0.027238360039503418,0.02642832634151593,0.02378109562889197,,,,
2021-05-09,,,,,0.004464534576347878,-0.02162730252555245,0.025945075959848296,0.003723048378097671,,,,
2021-05-10,-0.004168155866619783,0.004979434575604458,-0.0041995807971367816,-0.0019740699126880035,-0.069656680289787,-0.06029328751018426,-0.04611992915301111,-0.06892911134454993,-0.018020224949174324,0.0035119257801479176,-0.015221888029560704,-0.008970937057310113
2021-05-11,-0.009370387932132962,-0.008784703622858658,-0.01025761176638118,-0.007464631614843342,0.12497411941651504,0.03026066033652186,0.050335629547675564,0.11641285835275217,0.01797547394735255,-0.00776569035069985,-0.0003758220558184311,0.004616409047506931
2021-05-12,-0.015790454297264445,-0.013677554012903825,-0.015115875716124716,-0.016275610263362217,-0.19582912862675206,-0.16086084012823887,-0.11974365343785043,-0.1913544011435937,-0.05525447615310919,-0.015698624577690223,-0.03999825922993505,-0.034540512167037574
2021-05-13,0.008609864371066145,0.012148541865819151,0.012652539694899323,0.010336277538313121,0.06058256981134158,0.02943175787149399,0.08178058316980685,0.056033476576309305,0.018497822751382342,0.012297457190917127,0.027326962666290422,0.014323003611900864
2021-05-14,0.013974679855317751,0.002887306648561516,0.010416696496804212,0.010700810873385036,0.06845052053490641,0.04346022404749039,0.04115773348150964,0.06751856496603637,0.023847551264783995,0.0029547180541045215,0.00935287196061596,0.015467677332852592
2021-05-15,,,,,-0.04791199691431036,-0.06067257985054986,-0.014359846764370965,-0.05169712110521718,,,,
2021-05-16,,,,,0.0037696981642214578,-0.005478848887419896,0.01884947298132511,0.002236802133172233,,,,
